Data Medicao,INSOLACAO TOTAL; DIARIO(h),PRECIPITACAO TOTAL; DIARIO(mm),TEMPERATURA MEDIA COMPENSADA; DIARIA(°C),UMIDADE RELATIVA DO AR; MEDIA DIARIA(%),VENTO; VELOCIDADE MEDIA DIARIA(m/s),has_Foco
13/02,5.1,0.0,24.52,79.25,1.133333,0
14/02,8.1,0.0,23.72,75.5,1.7,0
15/02,10.0,0.0,25.26,66.75,1.7333330000000002,0
16/02,8.6,0.0,24.94,79.25,1.666667,0
17/02,7.2,13.6,25.32,69.25,1.333333,0
18/02,8.6,0.0,25.84,74.5,1.366667,0
19/02,7.2,0.0,24.4,81.25,2.4666669999999997,0
20/02,5.7,3.0,23.72,75.75,1.7,0
21/02,7.8,0.3,25.18,75.75,2.333333,0
22/02,0.7,12.5,21.8,86.75,1.266667,0
23/02,1.8,8.3,21.6,89.5,1.633333,0
24/02,7.0,21.3,23.54,85.25,1.566667,0
25/02,7.2,4.6,23.88,87.75,2.666667,0
26/02,10.3,0.6,25.7,78.75,1.066667,0
27/02,,0.1,26.08,74.75,1.833333,0
28/02,4.4,0.1,24.88,75.0,0.833333,0
01/03,1.6,0.0,24.22,82.75,0.166667,0
02/03,7.1,0.0,25.14,78.0,2.166667,0
03/03,3.0,1.2,22.78,89.25,1.133333,0
04/03,10.2,7.5,24.52,76.25,1.3,0
05/03,11.2,0.0,25.34,71.75,1.9666669999999997,1
06/03,8.3,0.0,25.34,76.75,2.266667,0
07/03,8.2,0.2,24.44,73.75,1.9666669999999997,0
08/03,7.8,0.0,25.52,71.5,2.233333,0
09/03,8.9,0.0,25.34,71.0,1.7,0
10/03,7.3,0.0,25.98,72.5,1.3,0
11/03,6.8,0.8,25.2,78.0,1.833333,0
12/03,10.0,0.0,24.96,72.75,1.7,0
13/03,9.4,0.0,25.58,67.5,1.166667,0
14/03,9.8,0.0,26.48,66.5,1.7,0
15/03,10.4,0.0,25.06,72.0,1.9666669999999997,0
16/03,6.7,0.0,25.36,71.75,2.1,0
17/03,8.2,1.7,25.38,72.25,1.9666669999999997,0
18/03,7.2,0.0,26.14,74.25,1.266667,0
19/03,10.2,0.0,25.38,70.5,1.833333,0
20/03,0.9,0.2,23.78,80.0,1.3,0
21/03,5.1,0.0,25.22,79.75,1.0,0
22/03,,1.2,24.7,85.25,1.633333,0
23/03,0.9,42.0,23.48,85.5,0.666667,0
24/03,7.8,0.0,24.6,72.0,2.766667,0
25/03,9.0,0.0,25.32,71.75,1.566667,0
26/03,7.8,52.5,24.4,77.25,0.9,0
27/03,7.9,0.0,25.56,75.75,1.666667,0
28/03,8.3,0.0,26.3,69.75,2.566667,0
29/03,9.6,0.0,25.18,68.0,1.9666669999999997,0
30/03,7.3,0.0,25.42,73.25,1.7,0
31/03,10.7,0.0,24.72,71.0,1.566667,0
01/04,7.8,0.0,23.84,71.75,1.566667,0
02/04,10.2,0.0,24.0,67.75,1.833333,0
03/04,10.1,0.0,24.86,70.75,2.5,0
04/04,9.5,0.0,26.0,70.25,1.9666669999999997,0
05/04,9.0,0.0,26.5,67.25,1.166667,0
06/04,8.9,0.0,27.1,64.5,1.9666669999999997,0
07/04,10.2,0.0,27.78,63.5,2.5333330000000003,0
08/04,1.5,28.8,23.46,86.75,1.833333,0
09/04,4.3,5.0,24.26,84.25,1.9666669999999997,0
10/04,3.1,1.3,23.46,84.75,2.5,0
11/04,6.9,0.7,24.24,81.25,1.4,0
12/04,8.6,0.2,24.64,80.75,1.5,0
13/04,4.6,7.7,23.18,83.5,1.833333,0
14/04,6.1,0.0,24.18,80.0,0.7,0
15/04,1.7,4.2,23.0,85.25,1.7333330000000002,0
16/04,0.0,0.0,24.42,79.0,1.366667,0
17/04,7.7,1.8,24.72,78.5,1.566667,0
18/04,9.1,0.0,25.52,73.0,2.0333330000000003,0
19/04,8.2,0.0,25.7,72.75,1.9,0
20/04,8.0,0.0,24.7,76.5,1.066667,0
21/04,8.4,0.0,25.58,74.5,1.7,0
22/04,9.3,0.0,26.06,69.25,1.1,0
23/04,8.2,0.0,25.88,72.25,1.133333,0
24/04,8.7,0.0,26.42,71.5,2.7,0
25/04,7.6,0.0,25.74,71.25,1.9666669999999997,0
26/04,4.4,22.6,23.68,80.75,2.3666669999999996,0
27/04,0.8,61.3,22.08,89.75,1.566667,0
28/04,3.8,16.5,22.92,86.25,0.9,0
29/04,4.3,0.0,23.98,80.5,1.3,0
30/04,4.4,0.9,23.62,84.25,2.233333,0
01/05,0.8,18.5,21.56,92.5,1.133333,0
02/05,2.8,8.7,22.44,87.0,1.7,0
03/05,5.8,0.3,24.12,83.75,1.9666669999999997,0
04/05,7.8,7.9,23.06,85.75,1.833333,0
05/05,3.4,0.0,22.92,85.25,0.933333,0
06/05,8.4,0.0,23.8,80.0,1.566667,0
07/05,5.4,0.0,23.62,81.5,2.3,0
08/05,9.6,0.0,24.58,76.25,2.5333330000000003,0
09/05,5.0,0.1,22.96,79.25,2.566667,0
10/05,3.0,0.0,22.94,81.75,1.7,0
11/05,5.7,2.6,23.0,84.5,1.9666669999999997,0
12/05,4.9,0.0,22.92,85.25,1.566667,0
13/05,8.0,0.0,23.68,78.0,2.5,0
14/05,3.7,0.0,22.72,86.75,1.9666669999999997,0
15/05,0.2,3.9,20.9,81.75,3.066667,0
16/05,2.2,0.0,21.44,79.5,2.5,0
17/05,1.5,2.9,22.26,86.5,2.5,0
18/05,0.9,0.1,22.34,83.5,2.666667,0
19/05,7.9,0.0,22.42,82.25,2.7,0
20/05,4.9,1.0,22.38,88.25,2.7,0
21/05,2.2,5.2,21.3,90.25,2.9666669999999997,0
22/05,1.4,2.8,21.24,88.75,1.4,0
23/05,6.2,0.0,21.06,91.0,2.233333,0
24/05,4.5,0.0,21.18,86.0,1.9666669999999997,0
25/05,6.9,0.0,22.66,77.5,1.566667,0
26/05,7.5,0.0,23.82,79.5,1.9666669999999997,0
27/05,5.4,5.2,21.9,84.0,1.8,0
28/05,10.0,0.0,21.74,77.75,1.466667,0
29/05,7.6,0.0,22.58,80.5,1.4,0
30/05,5.3,0.0,21.86,79.25,0.666667,0
31/05,7.1,0.0,24.0,74.0,2.066667,0
01/06,8.7,0.5,22.92,79.0,1.4,0
02/06,3.7,0.8,23.2,81.25,1.566667,0
03/06,7.7,1.0,22.1,83.25,2.233333,0
04/06,1.2,0.0,21.8,82.5,1.5,0
05/06,8.2,0.0,22.52,85.25,2.233333,0
06/06,1.0,0.8,20.84,91.75,2.1,0
07/06,0.5,14.5,20.66,94.75,1.9666669999999997,0
08/06,3.5,21.2,20.8,90.5,1.4,0
09/06,0.9,0.0,20.68,94.25,1.9,0
10/06,6.6,6.9,21.86,89.0,1.7333330000000002,0
11/06,8.1,14.0,22.68,82.5,1.7,0
12/06,10.0,0.0,21.7,79.5,1.566667,0
13/06,6.0,0.0,23.2,82.5,1.1,0
14/06,3.3,0.0,22.4,84.75,1.133333,0
15/06,5.3,3.8,22.4,87.5,1.133333,0
16/06,6.2,0.0,21.98,82.5,1.833333,0
17/06,8.3,0.0,21.3,78.25,1.9666669999999997,0
18/06,8.5,0.0,21.2,78.75,2.5,0
19/06,10.1,0.0,20.02,80.25,2.166667,0
20/06,9.2,0.0,20.64,71.75,2.4,0
21/06,,0.0,20.06,85.25,2.566667,0
22/06,7.8,5.0,20.52,87.25,2.5333330000000003,0
23/06,5.5,1.4,21.06,81.0,1.833333,0
24/06,3.4,2.7,21.62,85.5,2.333333,0
25/06,1.5,0.6,20.94,85.75,3.333333,0
26/06,1.5,1.0,20.2,82.75,3.4,0
27/06,4.0,0.0,19.38,85.25,1.7,0
28/06,1.5,0.1,20.18,88.5,2.233333,0
29/06,3.0,0.1,19.86,89.75,2.5333330000000003,0
30/06,0.0,5.0,19.88,91.75,1.8,0
01/07,3.1,3.0,20.86,87.75,1.8666669999999999,0
02/07,8.0,0.6,21.72,79.25,2.766667,0
03/07,7.8,0.0,21.04,80.5,1.9,0
04/07,8.8,0.0,21.9,76.25,1.566667,0
05/07,8.0,0.0,24.38,71.25,2.233333,0
06/07,0.0,0.0,21.64,87.75,2.1,0
07/07,0.2,1.2,20.98,82.75,1.7,0
08/07,3.5,0.1,21.34,83.5,2.833333,0
09/07,7.0,0.1,22.62,82.5,2.6333330000000004,0
10/07,8.1,0.6,23.36,72.25,1.9333330000000002,0
11/07,0.5,3.6,20.82,93.0,1.7,0
12/07,8.5,10.3,21.14,81.0,1.4,0
13/07,4.6,0.0,21.82,87.75,1.3,0
14/07,3.9,0.6,21.02,90.5,1.8666669999999999,0
15/07,2.0,3.6,20.48,89.25,2.766667,0
16/07,4.4,3.9,19.58,91.0,2.3,0
17/07,5.1,13.1,19.54,86.0,2.766667,0
18/07,6.9,0.7,19.5,83.25,2.166667,0
19/07,4.9,1.4,20.7,84.5,1.9666669999999997,0
20/07,2.6,0.7,18.74,93.0,1.8,0
21/07,9.3,0.1,21.18,78.25,1.166667,0
22/07,9.5,0.0,20.06,79.0,2.1,0
23/07,7.8,0.0,20.2,85.25,2.933333,0
24/07,0.0,3.7,20.24,90.75,2.233333,0
25/07,5.5,3.1,20.84,89.0,1.266667,0
26/07,7.5,0.0,20.96,83.25,1.366667,0
27/07,6.3,0.0,21.46,80.0,1.7,0
28/07,8.3,0.0,22.24,77.5,1.7,0
29/07,5.7,0.1,21.36,81.25,1.566667,0
30/07,7.0,0.0,21.88,75.0,1.7,0
31/07,5.6,0.0,20.18,81.0,1.9333330000000002,0
01/08,0.2,0.0,18.66,91.5,2.6333330000000004,0
02/08,9.0,3.9,20.02,76.0,2.433333,0
03/08,7.5,0.1,19.84,82.25,1.566667,0
04/08,9.4,0.0,20.04,70.75,1.7,0
05/08,7.9,0.0,,70.5,1.433333,0
06/08,4.0,0.0,21.02,80.25,1.666667,0
07/08,6.6,0.2,21.14,75.25,1.833333,0
08/08,9.9,0.0,20.68,66.5,1.9666669999999997,0
09/08,7.4,0.0,21.12,71.25,1.7,0
10/08,6.6,0.3,21.44,73.25,3.066667,0
11/08,7.9,2.5,19.82,75.0,3.0333330000000003,0
12/08,9.0,0.0,20.12,64.25,2.8666669999999996,0
13/08,2.4,0.0,19.34,73.0,2.5,0
14/08,2.9,0.0,19.96,87.0,3.3666669999999996,0
15/08,5.7,5.0,20.12,87.75,1.833333,0
16/08,3.5,13.0,20.0,81.0,2.5,0
17/08,7.9,1.7,20.94,82.25,2.4,0
18/08,4.7,6.6,20.36,87.5,2.5333330000000003,0
19/08,5.4,1.2,20.98,82.75,2.233333,0
20/08,8.9,0.9,21.1,73.5,1.9666669999999997,0
21/08,6.5,0.0,21.16,76.5,0.9,0
22/08,7.1,0.0,22.58,74.5,1.9666669999999997,0
23/08,3.6,0.1,21.28,80.0,1.3,0
24/08,10.4,0.0,22.2,71.0,1.7,0
25/08,9.9,0.0,22.14,71.5,2.766667,0
26/08,8.1,0.0,22.46,69.75,2.5,0
27/08,8.2,0.0,23.82,67.0,1.7,0
28/08,8.3,0.0,24.42,64.5,2.233333,0
29/08,6.1,0.0,22.84,77.5,2.066667,0
30/08,5.0,8.2,22.22,76.75,2.233333,0
31/08,6.2,0.1,21.32,74.25,2.1,0
01/09,8.6,0.0,,75.75,1.4,0
02/09,10.4,0.0,23.26,63.5,1.7,0
03/09,10.6,0.0,,56.0,2.233333,0
04/09,1.6,0.0,,61.5,1.7,0
05/09,10.7,0.0,24.24,66.25,0.9,0
06/09,9.4,0.0,24.96,69.25,1.7,0
07/09,10.5,0.0,24.18,63.5,2.0333330000000003,0
08/09,10.7,0.0,23.78,62.25,2.233333,0
09/09,8.9,0.0,24.32,69.5,1.7,0
10/09,6.1,0.0,23.22,69.5,1.833333,0
11/09,9.5,0.0,23.82,64.75,1.666667,0
12/09,6.7,0.0,24.3,68.0,1.833333,0
13/09,6.9,0.0,24.84,63.5,2.233333,0
14/09,8.3,0.0,24.82,73.5,2.233333,0
15/09,7.6,0.0,24.58,64.25,3.8666669999999996,1
16/09,9.0,0.0,23.88,68.75,2.833333,0
17/09,8.0,0.1,23.28,69.0,2.266667,0
18/09,8.7,0.0,23.86,61.75,2.5,0
19/09,9.3,0.0,24.1,70.25,2.4666669999999997,0
20/09,5.8,0.5,24.06,72.0,2.566667,0
21/09,3.6,0.5,23.08,71.5,2.766667,0
22/09,8.6,0.0,22.58,56.5,1.9666669999999997,0
23/09,9.7,0.0,24.86,52.5,3.6333330000000004,0
24/09,9.3,0.0,24.84,52.0,2.8,0
25/09,8.5,0.0,25.32,54.0,2.233333,0
26/09,9.2,0.0,25.62,69.0,2.233333,0
27/09,9.9,0.0,24.64,67.0,1.8,0
28/09,10.2,0.0,25.62,57.0,1.9666669999999997,0
29/09,6.9,0.0,24.62,58.25,2.233333,0
30/09,9.8,0.0,25.34,55.75,2.233333,1
01/10,8.2,0.0,25.72,57.75,1.666667,0
02/10,10.8,0.0,23.94,58.25,2.8,0
03/10,9.9,0.0,24.76,56.75,3.0333330000000003,0
04/10,8.3,0.0,25.28,54.0,1.9333330000000002,0
05/10,8.4,0.0,26.42,57.5,1.4,0
06/10,7.7,0.0,25.54,62.5,1.9333330000000002,0
07/10,5.8,0.0,23.42,96.0,1.7,0
08/10,6.5,7.5,23.56,69.25,2.233333,0
09/10,9.7,0.0,24.4,68.75,3.0333330000000003,0
10/10,10.3,0.0,25.64,58.25,2.233333,0
11/10,6.8,0.9,23.04,69.25,2.233333,0
12/10,9.4,0.4,23.9,66.5,2.5,0
13/10,8.7,0.0,24.68,56.5,2.5,0
14/10,8.8,0.0,25.76,65.25,2.5333330000000003,0
15/10,8.2,0.3,25.62,62.0,2.766667,0
16/10,7.9,0.0,25.78,57.5,1.666667,0
17/10,9.6,0.0,26.5,67.0,2.5,0
18/10,10.4,0.0,25.76,66.25,2.1333330000000004,0
19/10,11.3,0.0,25.96,52.25,2.766667,0
20/10,9.8,0.0,25.28,56.25,2.766667,1
21/10,11.4,0.0,26.64,52.75,2.766667,0
22/10,6.8,0.0,26.36,62.5,1.4,0
23/10,5.9,0.0,25.18,65.25,1.4,0
24/10,6.9,0.0,24.86,62.25,1.466667,0
25/10,7.6,0.0,25.76,61.0,3.1,0
26/10,10.6,0.4,25.6,55.75,1.7,0
27/10,6.1,0.0,25.12,63.75,1.7,0
28/10,7.1,0.0,26.08,61.75,1.4,0
29/10,7.1,0.0,27.08,55.25,2.833333,0
30/10,0.7,3.5,22.88,87.0,1.4,0
31/10,6.3,0.1,24.92,65.5,2.233333,0
01/11,8.8,0.0,26.08,60.0,2.40072,0
02/11,8.6,0.0,26.08,55.25,2.40072,0
03/11,10.3,0.0,26.78,57.0,2.5722,0
04/11,10.9,0.3,26.48,51.5,2.05776,0
05/11,10.6,0.0,26.16,55.5,2.2292400000000003,0
06/11,8.1,0.0,26.98,54.75,1.7148,0
07/11,6.0,0.0,25.8,71.0,1.37184,0
08/11,9.9,0.0,26.72,57.25,2.9151599999999998,0
09/11,11.2,0.0,25.68,64.25,3.08664,0
10/11,9.8,0.0,26.0,58.5,2.40072,0
11/11,8.7,0.0,26.44,57.5,2.40072,0
12/11,7.1,0.0,26.02,52.75,1.7148,0
13/11,11.2,0.0,28.34,47.25,1.7148,0
14/11,9.9,0.0,28.78,51.75,1.20036,0
15/11,10.5,0.0,28.96,53.5,2.05776,0
16/11,9.2,0.0,28.44,54.25,1.54332,0
17/11,9.8,0.0,27.38,56.75,1.37184,1
18/11,8.2,0.0,27.34,56.0,1.37184,1
19/11,8.5,0.0,27.38,52.5,1.54332,0
20/11,10.8,0.0,29.7,53.5,1.20036,0
21/11,8.1,0.0,28.4,53.75,2.40072,1
22/11,5.1,0.0,27.6,58.0,1.54332,0
23/11,6.5,0.0,28.5,53.25,1.37184,0
24/11,9.2,0.0,29.38,53.25,3.6010800000000005,0
25/11,10.3,0.0,29.18,67.75,2.74368,0
26/11,9.1,12.2,26.82,68.5,2.9151599999999998,0
27/11,0.6,21.5,22.8,85.75,1.37184,0
28/11,5.4,2.2,25.2,72.0,2.40072,0
29/11,11.0,1.5,27.42,62.0,1.37184,0
30/11,11.7,0.0,26.76,58.5,1.54332,0
01/12,11.7,0.0,26.8,60.25,1.37184,0
02/12,10.7,0.0,27.04,56.25,1.7148,0
03/12,9.7,0.0,27.66,53.0,1.02888,0
04/12,10.9,0.0,29.42,50.75,2.40072,0
05/12,6.6,0.0,28.48,58.75,4.11552,0
06/12,6.5,5.4,25.96,87.75,1.54332,1
07/12,8.1,15.6,27.04,63.25,1.20036,1
08/12,10.4,0.0,26.18,57.25,1.54332,0
09/12,11.0,0.0,26.24,54.25,1.88628,1
10/12,10.3,0.0,26.56,57.0,1.88628,0
11/12,11.4,0.0,27.22,54.75,1.20036,1
12/12,11.7,0.0,27.08,59.25,3.77256,0
13/12,11.7,0.0,27.96,54.25,2.05776,0
14/12,10.4,0.0,27.92,54.25,2.5722,0
15/12,11.8,0.0,27.12,57.5,2.9151599999999998,1
16/12,8.1,0.0,26.94,55.75,1.54332,1
17/12,8.6,0.0,27.44,54.0,2.5722,0
18/12,9.2,0.0,26.84,59.25,2.40072,1
19/12,8.9,0.0,27.38,62.5,1.88628,1
20/12,8.2,0.0,27.54,56.0,2.40072,1
21/12,6.8,0.0,25.12,77.25,2.05776,0
22/12,8.5,14.3,25.9,64.5,2.05776,0
23/12,5.5,0.0,25.72,61.0,2.5722,0
24/12,11.0,0.3,26.94,58.5,3.77256,0
25/12,10.2,0.0,26.82,53.25,2.05776,0
26/12,9.3,0.1,27.72,57.75,2.05776,0
27/12,9.9,0.1,27.38,51.5,2.40072,0
28/12,5.6,0.0,27.04,57.75,2.2292400000000003,0
29/12,8.2,0.0,27.74,59.25,2.5722,0
30/12,9.9,0.1,27.0,57.0,2.31498,0
31/12,9.5,0.0,27.3,57.0,2.40072,0
01/01,8.5,0.0,29.02,49.5,2.05776,1
02/01,11.8,0.0,29.22,44.75,2.40072,1
03/01,9.2,0.0,30.18,52.25,3.4296,1
04/01,6.0,1.1,26.34,78.25,1.88628,0
05/01,4.9,77.2,24.0,84.25,1.7148,0
06/01,0.3,26.9,21.74,87.25,2.2292400000000003,0
07/01,5.6,9.5,23.74,85.25,2.2292400000000003,0
08/01,0.0,19.0,22.42,98.25,1.54332,0
09/01,5.7,9.4,24.32,76.5,1.20036,0
10/01,5.8,2.3,24.78,82.5,1.54332,0
11/01,8.6,3.8,25.42,71.25,1.20036,0
12/01,6.9,0.0,27.0,68.75,1.88628,0
13/01,0.7,0.0,25.3,73.25,3.6010800000000005,0
14/01,4.1,8.7,23.16,82.75,1.54332,0
15/01,5.5,24.8,25.44,77.5,1.7148,0
16/01,5.7,0.0,25.2,72.5,1.54332,0
17/01,0.9,29.2,22.96,87.5,1.88628,0
18/01,3.2,15.3,23.78,85.75,1.02888,0
19/01,0.2,47.0,22.94,95.75,1.7148,0
20/01,0.0,65.0,22.02,94.5,1.02888,0
21/01,0.0,33.2,22.64,93.5,1.20036,0
22/01,0.9,20.3,23.04,93.0,1.20036,0
23/01,1.9,87.1,23.72,90.25,2.40072,0
24/01,0.4,4.4,23.76,93.25,1.02888,0
25/01,6.2,17.0,24.72,94.75,1.02888,0
26/01,3.3,44.5,23.74,86.75,1.54332,0
27/01,4.5,30.2,24.94,79.25,1.54332,0
28/01,6.9,4.7,24.58,84.0,1.7148,0
29/01,9.6,11.3,24.46,75.25,1.88628,0
30/01,10.9,0.0,24.78,73.0,2.5722,0
31/01,9.6,0.0,24.84,74.5,1.88628,0
01/02,8.6,0.0,25.4,80.0,1.54332,0
02/02,4.5,0.2,24.2,85.0,1.7148,0
03/02,4.9,0.0,24.8,80.5,1.54332,0
04/02,5.5,0.0,25.14,75.25,1.54332,0
05/02,6.9,0.0,24.94,75.0,2.05776,0
06/02,9.7,0.0,25.02,73.5,2.74368,0
07/02,6.7,0.0,24.94,80.25,1.54332,0
08/02,9.1,0.0,24.6,74.25,1.02888,0
09/02,10.4,0.0,24.96,73.75,1.02888,0
10/02,8.3,0.0,24.94,76.25,1.54332,0
11/02,9.1,0.0,26.56,73.0,1.54332,0
12/02,10.0,0.0,27.3,63.25,1.37184,0
13/02,7.3,0.0,26.36,66.75,1.20036,0
14/02,8.2,0.0,25.7,71.0,1.7148,0
15/02,7.6,0.0,25.66,79.5,1.88628,0
16/02,10.7,0.0,26.14,70.25,2.05776,0
17/02,9.6,0.0,25.26,72.25,1.54332,0
18/02,9.4,0.0,24.94,72.5,1.88628,0
19/02,9.0,0.1,25.68,73.5,2.40072,0
20/02,6.6,0.0,25.68,71.0,2.5722,0
21/02,9.5,0.0,25.78,68.75,2.5722,0
22/02,10.6,0.0,26.22,69.75,2.40072,0
23/02,8.6,0.0,25.12,71.25,1.54332,0
24/02,10.9,0.0,26.12,71.0,2.2292400000000003,0
25/02,11.4,0.0,25.76,70.75,1.37184,0
26/02,8.1,0.0,25.6,69.0,2.05776,0
27/02,7.1,0.0,25.42,70.75,1.88628,0
28/02,10.8,0.0,26.0,68.0,1.54332,0
29/02,5.5,0.0,25.6,69.0,1.20036,0
01/03,6.8,0.0,25.88,67.5,1.7148,0
02/03,5.8,0.0,25.86,67.5,2.40072,0
03/03,10.4,0.0,25.52,77.5,1.7148,0
04/03,5.3,0.0,27.26,65.0,1.37184,0
05/03,3.6,0.0,25.88,71.75,1.54332,0
06/03,7.7,0.5,26.08,67.75,1.20036,0
07/03,8.0,0.0,25.6,73.75,1.88628,0
08/03,6.5,0.0,25.36,65.25,1.54332,0
09/03,8.1,0.0,25.68,68.0,1.54332,0
10/03,9.3,0.3,25.88,67.75,1.54332,0
11/03,8.5,0.0,26.0,66.0,2.05776,0
12/03,9.4,0.0,25.62,69.75,1.7148,0
13/03,10.5,0.0,27.1,63.25,2.40072,0
14/03,8.0,0.0,24.2,81.25,3.25812,0
15/03,7.8,1.2,25.5,66.0,2.05776,0
16/03,10.5,0.5,25.44,67.75,1.88628,0
17/03,9.5,0.0,25.6,62.0,2.5722,0
18/03,7.1,0.1,25.9,66.0,1.37184,0
19/03,5.0,0.0,26.0,68.25,1.37184,0
20/03,4.9,0.0,26.5,66.75,2.05776,0
21/03,10.4,0.0,25.76,62.5,2.05776,0
22/03,7.1,0.0,26.36,69.0,1.88628,0
23/03,9.4,0.0,26.16,65.0,1.02888,0
24/03,5.4,0.0,26.62,67.25,1.54332,0
25/03,7.1,0.0,25.5,68.25,2.5722,0
26/03,9.6,0.0,26.0,66.75,1.54332,0
27/03,6.9,3.4,25.4,74.5,2.74368,0
28/03,7.9,0.8,26.14,67.0,2.05776,0
29/03,8.0,1.0,25.52,68.25,2.74368,0
30/03,9.2,11.7,24.68,72.5,2.05776,0
31/03,5.3,0.0,24.32,75.5,2.40072,0
01/04,7.1,0.0,24.76,74.25,2.5722,0
02/04,5.9,0.0,24.4,71.75,2.5722,0
03/04,1.5,0.0,24.02,78.25,2.5722,0
04/04,9.6,0.0,26.12,68.5,2.05776,0
05/04,8.1,0.0,27.06,61.25,2.9151599999999998,0
06/04,8.4,0.1,26.9,67.0,2.05776,0
07/04,10.0,0.0,26.18,63.75,1.88628,0
08/04,8.3,0.0,25.98,65.5,1.54332,0
09/04,9.6,0.0,27.8,62.25,1.54332,0
10/04,9.1,1.5,25.42,69.25,1.54332,0
11/04,9.8,0.0,25.2,67.5,2.05776,0
12/04,3.6,0.0,23.98,81.0,3.25812,0
13/04,6.5,10.4,23.26,79.75,2.2292400000000003,0
14/04,7.0,0.0,23.1,79.25,2.05776,0
15/04,3.5,0.4,23.3,76.75,2.2292400000000003,0
16/04,10.4,0.0,25.56,61.5,3.77256,0
17/04,7.8,0.0,24.58,69.25,2.5722,0
18/04,6.9,0.3,24.96,68.5,2.05776,0
19/04,5.2,0.0,23.34,75.75,2.05776,0
20/04,5.6,0.3,22.78,74.5,2.5722,0
21/04,7.4,0.1,24.46,67.75,1.88628,0
22/04,10.0,0.0,24.0,65.25,2.05776,0
23/04,8.8,0.0,24.62,69.5,1.88628,0
24/04,8.3,0.0,24.82,69.75,2.74368,0
25/04,10.5,0.3,25.22,62.25,2.05776,1
26/04,7.8,0.0,24.38,63.0,2.05776,0
27/04,8.6,0.0,24.52,76.0,1.88628,0
28/04,6.9,0.0,24.54,64.5,1.88628,0
29/04,9.8,0.0,24.48,64.0,2.5722,0
30/04,9.0,0.0,25.34,66.5,2.05776,0
01/05,7.9,0.0,26.92,59.75,2.74368,0
02/05,5.4,0.0,25.76,69.5,3.08664,0
03/05,0.3,0.0,23.82,72.5,3.25812,0
04/05,2.1,1.3,23.2,76.75,1.20036,0
05/05,7.8,0.0,24.88,68.25,1.88628,0
06/05,9.2,0.0,25.38,69.25,1.88628,0
07/05,3.6,0.0,23.98,72.0,2.05776,0
08/05,6.0,3.4,21.44,85.0,2.9151599999999998,0
09/05,9.2,0.1,23.92,72.5,1.20036,0
10/05,9.6,0.0,22.78,75.5,1.7148,0
11/05,6.6,0.0,24.2,74.0,1.54332,0
12/05,6.5,0.0,23.56,71.75,1.88628,0
13/05,6.4,0.0,23.0,74.5,1.7148,0
14/05,6.5,0.0,24.94,69.0,1.7148,0
15/05,4.2,0.0,24.56,69.75,2.9151599999999998,0
16/05,5.0,1.0,23.42,78.75,1.54332,0
17/05,7.6,0.0,23.76,75.5,1.20036,0
18/05,8.0,0.0,23.92,71.25,1.37184,0
19/05,8.9,0.0,24.38,66.75,2.05776,0
20/05,5.6,0.0,23.6,72.0,2.40072,0
21/05,4.6,0.0,22.44,80.75,1.54332,0
22/05,8.4,0.0,23.86,78.75,2.05776,0
23/05,10.0,0.0,24.62,67.5,1.88628,1
24/05,7.9,0.0,24.92,72.25,2.5722,1
25/05,1.0,2.5,21.9,86.25,3.4296,0
26/05,4.0,0.0,21.72,82.5,3.6010800000000005,0
27/05,9.1,0.0,22.86,73.5,1.20036,0
28/05,8.5,0.0,23.16,68.5,1.7148,0
29/05,6.0,0.0,23.56,70.0,1.54332,0
30/05,4.7,0.0,23.12,77.75,1.88628,0
31/05,9.8,0.0,24.42,71.75,1.7148,0
01/06,6.8,0.0,23.86,72.0,1.54332,0
02/06,7.7,0.0,22.34,68.75,1.54332,0
03/06,8.7,0.0,23.6,65.5,1.54332,0
04/06,10.0,0.0,25.64,60.75,1.02888,0
05/06,8.2,0.0,25.62,64.25,1.02888,0
06/06,6.5,0.0,25.26,69.0,1.54332,0
07/06,10.0,0.0,24.8,62.0,1.54332,0
08/06,10.0,0.0,26.04,57.75,2.05776,0
09/06,9.4,0.0,25.62,63.75,1.20036,0
10/06,7.1,0.0,24.74,71.25,1.54332,0
11/06,6.7,0.0,25.14,63.75,1.54332,0
12/06,4.4,0.0,26.96,55.0,2.2292400000000003,1
13/06,3.9,0.0,23.66,75.5,1.37184,0
14/06,0.0,3.7,20.06,86.5,2.40072,0
15/06,0.2,0.0,21.18,80.25,1.02888,0
16/06,10.2,0.0,21.76,71.0,1.54332,0
17/06,10.2,0.0,21.7,66.25,2.05776,0
18/06,4.0,0.0,22.3,78.75,1.54332,0
19/06,0.2,0.0,22.1,80.75,2.5722,0
20/06,2.5,0.2,21.32,84.25,1.54332,0
21/06,9.5,0.8,21.84,63.25,3.4296,0
22/06,9.8,0.0,22.14,69.5,2.5722,0
23/06,7.3,0.2,22.22,68.75,1.7148,0
24/06,10.0,0.0,21.26,58.5,2.05776,0
25/06,6.9,0.4,21.64,72.75,3.25812,0
26/06,1.0,2.8,19.98,78.0,1.54332,0
27/06,4.4,0.0,21.3,74.75,2.74368,0
28/06,3.6,3.2,19.92,88.0,2.2292400000000003,0
29/06,5.6,2.8,21.4,77.25,2.2292400000000003,0
30/06,3.5,3.1,20.24,88.5,2.05776,0
01/07,7.6,6.1,21.42,72.25,3.4296,0
02/07,6.5,0.1,22.02,77.75,2.9151599999999998,0
